"Sentiment","TweetText"
"irrelevant","AsiaClassifiedToday: AdAsia 2011: A heavy dose for the creative minds - http://t.co/ZJ9k6FW6: A... http://t.co/BVaY8XPB #asia #google #ads"
"neutral","«@BigBellyBigCuz RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.»"
"positive","New Galaxy Nexus: App Improvements - Gmail  offline search of last 30 days  #nexus #samsung #google #android bit.ly/nEJbyE"
"neutral","Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/CStd8cPM #humor #foodie #microsoft"
"neutral","The new Samsung Galaxy nexus..
"positive","Dear #twitter I have missed you. Promise i'll keep in touch more often"
"positive","RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"
"negative","#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you..."
"neutral","#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh"
"irrelevant","tenho que ir dormir mais o #twitter naum deixa :S"
"irrelevant","@Brandon_Solano hahaha  ve pues xD Ok bye' de #twitter ILTSM!' (LL' &lt;3"
"neutral","RT @dalmaer: WebGL infinite bookcase UI http://t.co/bvu1qtkT #google"
"negative","#Skype often crashing: #microsoft  what are you doing?"
"irrelevant","Con tanto estudio me olvide de #twitter"
"neutral","My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime"
"negative","So much garbage. #Twitter"
"neutral","One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple"
"negative","Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread"
"irrelevant","Este #TWITTER se esta saturando mucho:@"
"neutral","- Ima Addicted To #Twitter."
"irrelevant","Panoramique implémenté :o #android #google #nexusprime &lt;3 j'ai envie du tel mnt"
"irrelevant","My #Twitter #Diary مذكرات تويتري is out! http://t.co/JLsrgOXI ▸ Top stories today via @socialwediatips"
"neutral","When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five-O? #productplacement #microsoft #ftl"
"neutral","Ballmer also said that the company has a variety of different ways to respond to Hangouts  the group ... http://t.co/brBjtB86 #Google+"
"negative","@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing."
"irrelevant","Qué poco me gusta el botón Me Gusta http://t.co/TDZ8z1uu #web #microsoft #tecnologia #web"
"irrelevant","uff... así con el #twitter... nada que hacer al respecto #anoquesociólogo"
"irrelevant","RT @Kcyoungboss: RT @nine_oh SIMPLY DA BEST ON #TWITTER MY TWEEPS @Kcyoungboss @JenniferWarters @TONYTECH818 @Kozak2012 @3010lys @TheLeg ..."
"irrelevant","Eita q o povo do #twitter foi todos dormir!!!"
"negative","The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android"
"positive","New Galaxy Nexus: App Improvements -  Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE"
"neutral","37 Ways to Use #Twitter for Business	http://t.co/HGhMpoSE"
"irrelevant","RT @raZcacielo: #Bill_Gates llamado a declarar por un antiguo caso de monopolio contra #Microsoft http://t.co/DZ9ZqCgX"
"irrelevant","Me estoy jeteando  pero no puedo dejarte  #Twitter"
"positive","The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google"
"irrelevant","#game #microsoft #gamer #new experience #halo 2 #microsoft insider #halo 2 hacks #beta test team http://t.co/uk8sW8HZ Halo 2 Hacks"
"neutral","Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online  #Office365  #CRM  #Azure. http://t.co/3bL6rh5v"
"neutral","RT @twinkleG_ray: Quit acting all hard. It's only #twitter"
"irrelevant","デフォ�?�データ通信制御？　#android #google"
"neutral","#Microsoft shows 'touch screen' for any surface | Nanotech - The Circuits Blog - CNET News http://t.co/qwhoCf5T via @cnet"
"neutral","Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!"
"neutral","#Breakfast at #Microsoft with #PMs in SF 10/25: http://t.co/JXpUVecS"
"neutral","Galaxy Nexus – the first Ice Cream Sandwich phone coming to Verizon http://t.co/BiPvBdxz  #android #google"
"neutral","RT @SomalyMam: You follow me on #twitter  Like my #Foundation on #facebook http://t.co/3kGgPh7z! Together we can stop #humantrafficking"
"neutral","@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it."
"neutral","New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch"
"irrelevant","RT @twandroid: La prise de captures d'écran est officialisée !!!!!! #google #nexusprime"
"neutral","#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW"
"negative","Why doesn't @apple iCloud sync Stickies? They've always been around  just nothing every progressed w/ them!! Why apple why?  @gruber"
"negative","Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???"
"neutral","Ok so my #EX girlfriend hacked my #TWITTER this should be funny"
"irrelevant","RT @esmandau: BREAKING NEWS: Samsung Filtra Accidentalmente la foto del Galaxy Nexus http://t.co/vEgkjIfQ #Android #GalaxyNexus #Google"
"neutral","@STARANDDRAMA & JAMMERS302 BE #KILLIN #TWITTER #FOLLOW US"
"neutral","@SusanFelicity Many people pay little attention to important issues. I strongly believe social media  like #twitter  is changing this."
"neutral","#Facebook vs. #Google+ : Which #SocialMedia Platform is the Best for You? | @customerthink http://t.co/QqkviaAn"
"neutral","Samsung Galaxy Nexus vs. Galaxy S II  Nexus One and Nexus S (macro hands-on) http://t.co/F9l7GnWT #Google #NexusS"
"neutral","#Microsoft  Steve Ballmer  speaks at Web 2.0 Summit in San Francisco: http://t.co/awtf2xJW #Bing #Android #Google #Apple #Amazon"
"positive","#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus"
"irrelevant","RT @SaeldesN: @AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?"
"neutral","Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/Hfzf2cJe via @calumo"
"irrelevant","só vejo @DadynhaSantos dando #RT em conversas no #twitter --'"
"neutral","@natemarozzi that's what #Twitter is for"
"neutral","#Win an @Apple iPod Touch from @Mommy_gaga  get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps"
"negative","90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas."
"neutral","Google officially announces Ice Cream Sandwich http://t.co/u702sosO  #android #google"
"irrelevant","@apple - dette blir for dumt. http://t.co/zqKMkq91"
"irrelevant","HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook:  http://t.co/m4T1kxiz #google"
"neutral","Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn"
"irrelevant","@AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?"
"neutral","New #70-680 #Exam #Questions are available @techxams http://t.co/S0VxsRuU #Microsoft"
"irrelevant","PartyLiveFree #TWITTER FOLLOWERS  #FACEBOOK LIKES  YOUTUBE VIEWS  EMAIL BLASTS  ETC. http://t.co/fJ8BigTe"
"irrelevant","今日発表�?��?��?�＾ﾛ＾　 #Android4.0 #Google"
"negative","Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google"
"neutral","Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/DGGsNOh2"
"neutral","Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?"
"irrelevant","#Termine am 20. Oktober ++ #ADVA  #Nokia und #Microsoft öffnen ihre Bücher http://t.co/aoZoNUKf"
"positive","goodbye Bump ... #Google #ICS"
"neutral","#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips 
"irrelevant","Pqp! Icecream Sandwich tá muito foda! Hail #google #ICS #android 4.0"
"neutral","it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung"
"negative","Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!"
"negative","I really hate dealing with the brain dead people at the @apple store. For such good products  customer service sucks."
"irrelevant","Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??"
"positive","4 millions in a weekend  16 #iPhone4S per second. This is madness?! no  this is @Apple !!!"
"positive","@apple..good ipad"
"irrelevant","O android 4.0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 #google #android"
"irrelevant","CEO Microsoft: Kami Beruntung Tak Akuisisi Yahoo http://t.co/Viy6W6Z0 
"irrelevant","Ella dice que yo soy su Niño del #Twitter *-----*"
"neutral","IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5"
"irrelevant","@.brown45235: vibro http://t.co/uoIfnklJ #gnu #gome #google #hadopi #health ... http://t.co/V690lfLS"
"positive","I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's"
"neutral","@apple and @nintendo need to partner up for the app store"
"neutral","#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
"neutral","@azee1v1 @apple @umber Better file info/easier to get to  duplication of files when importing. Categorizing files."
"irrelevant","#android 4.0 нужен #google чтобы объединить телефонную и планшетную вер�?ии в одну."
"negative","RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore."
"neutral","Samsung Galaxy Nexus - the new official Google smartphone with Android 4.0 Ice-Cream Sandwich http://t.co/S8hSL06q #Google #Android"
"neutral","RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l"
"neutral","#Microsoft bringing #touchscreens to walls  clothes  and more http://t.co/bmQf5wEx #tech"
"irrelevant","[10/20]何�?��?��?��?��?��?��?？ Android4.0�?�新機能�? ⇒ http://t.co/BUGFa8Xj #twitter"
"irrelevant","[aa]   suavi bando de cornos & cornas   nun desejo boa noitte pra min   uma maldição pra voçs viciados en #Twitter   haha ++"
"negative","The face recognition unlock would be cool if it works. #android #google #icecreamsandwich"
"neutral","Nite #twitter"
"neutral","Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ"
"neutral","My #twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds. Find out yours at http://t.co/tQMSBDrx #twittertime"
"negative","#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean  and I'm (very) confused."
"irrelevant","Settlement with Multiple Plaintiffs: The Role of Insolvency pdf ebook:  http://t.co/YEl8Pq4O #google"
"neutral","Over the weekend  @Apple sold more than 4 000 000 iPhones. That’s about 16 iPhones sold every second."
"neutral","I don't know why people choose to talk to me on #Twitter! .when you have my number ..!!!!"
"irrelevant","グーグル�?�韓国�?�サムスン電�?�?スマートフォン�?�新機種「ギャラクシー・�?クサス�?を１１月�?�世界�?�順次発売�?�る�?�発表。４・６５型�?�有機ＥＬ画�?�を採用。日本�?��?�ＮＴＴドコモ�?�発売　#keizai #sumaho #google　　http://t.co/h822eCym"
"irrelevant","viva #Microsoft o #google para e copiar a #apple e copia o #wp7 de tao bom que é. Incrivel como a interface metro esta ali "
"neutral","#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes)"
"negative","@apple @iphone Please deliver my daughter's i4s  she is driving me nuts #iphone"
"neutral","Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT"
"positive","#ICS is Sick  good work #google team"
"neutral","#Google #Android #ICS #IceCreamSandwich"
"neutral","Are you an digital expert? Or an online amateur? - http://t.co/oizGNXGT #Microsoft"
"neutral","Log off #Facebook On #Twitter   But I Think i'm bout to going to sleep..."
"neutral","RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters"
"neutral","Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread"
"neutral","#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva"
"irrelevant","#CHISTE : EN QUE SE PARECEN LOS PITUFOS AL #TWITTER ? R= EN QUE LOS 2 TIENEN EL PAJARO AZUL XD"
"irrelevant","Saalee puee iaa me voi salee  #twitter asta mañana"
"positive","@iancollinsuk @apple I like what you did there...!"
"neutral","GN #twitter off."
"negative","I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple"
"irrelevant","BREKEND: #Microsoft en #Linux nu beiden in de aanbieding!  http://t.co/oyeqR80p"
"neutral","RT @aislyngreene: #Microsoft wants to transform your hand into a touchscreen: http://t.co/an3bmArc via @AddThis"
"negative","#microsoft #SBS 2011 disabling third party software #updates via #gpo"
"neutral","you got 18 mentions go click on them   run   run   run :::::::: only 1 new ::::: ha ha ha ha #Twitter was kidding with u #Twit2alsh"
"neutral","is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod  it's what I relate to @apple #ios5 #nostalgia"
"neutral","Video of livestream of the Google/Samsung announcement froze. Damn my slow internet connection. #Google #Samsung"
"neutral","RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ"
"irrelevant","#Google #Android os4.0発表会内容!! http://t.co/qseGK2Zy"
"irrelevant","HAHAHA  éee ne pelo #twitter  até #garotanachuva canta beeem  #kkk !  voo grava uma  shamada de vooz pra voce ouvir! tenho mt sucesso ! #kkk"
"negative","good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb"
"neutral","So #Google #Droid is built (in part) using the bouncy castle C# api. C# is a  Microsoft programming language. +1 for all you #Linux Fanboys"
"irrelevant","Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k"
